LabVIEW Measurement										
Writer_Version	2									
Reader_Version	2									
Separator	Tab									
Decimal_Separator	,									
Multi_Headings	Yes									
X_Columns	No									
Time_Pref	Absolute									
Operator	admin									
Date	2018-12-04									
Time	16:41,0									
***End_of_Header***										
										
Channels	9									
Samples	65000	65000	1	1	1	1	1	1	1	
Date	2018-12-04	2018-12-04	2018-12-04	2018-12-04	2018-12-04	2018-12-04	2018-12-04	2018-12-04	2018-12-04	
Time	16:41,0	16:41,0	16:41,0	16:41,0	16:41,0	16:41,0	16:41,0	16:41,0	16:41,0	
Y_Unit_Label	Volts	Volts								
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	
Delta_X	0,0002	0,0002	1	1	1	1	1	1	1	
***End_of_Header***										
X_Value	Tension_0 (Position X)	Tension_1 (Position Y)	Cte Calibration x	Cte Calibration y	Cte Calibration z	P Laser	K_x	K_x 1	Fréquence	Comment
	0,055626	0,002113	0	0	0	0	0	0	5000	
	0,042087	0,002758								
	0,034994	0,002758								
	0,041442	0,002113								
	0,026291	0,003725								
	0,03983	0,002436								
	0,037896	0,002758								
	0,043698	0,002113								
	0,033705	0,003403								
	0,036929	0,02081								
	0,036929	0,00308								
	0,034994	0,003725								
	0,041764	0,00308								
	0,036284	0,002758								
	0,041764	0,017264								
	0,030159	0,002436								
	0,037896	0,001469								
	0,02887	0,002113								
	0,037251	0,00308								
	0,036929	0,007271								
	0,034027	0,002436								
	0,043698	0,002113								
	0,037573	0,002113								
	0,042087	0,001146								
	0,036929	0,004047								
	0,04531	0,002436								
	0,035317	0,001791								
	0,037896	0,002436								
	0,031448	0,001791								
	0,037251	0,001791								
	0,03306	0,002113								
	0,035317	0,002758								
	0,043698	0,002113								
	0,034672	0,00308								
	0,03983	0,00308								
	0,032416	0,003403								
	0,037251	0,001791								
	0,035317	0,000501								
	0,0466	0,001791								
	0,038863	0,002113								
	0,034994	0,001791								
	0,040475	0,002113								
	0,02887	0,002758								
	0,03983	0,001469								
	0,038218	0,000824								
	0,044665	0,001791								
	0,036606	0,001791								
	0,03854	0,002113								
	0,03306	0,001146								
	0,035317	0,003403								
	0,042087	0,001791								
	0,038218	0,001469								
	0,040797	0,00308								
	0,032416	0,002758								
	0,041764	0,002113								
	0,030159	0,002436								
	0,039185	0,002758								
	0,036606	0,000824								
	0,035317	0,001469								
	0,044343	0,002758								
	0,037573	0,001791								
	0,03854	0,001469								
	0,036284	0,001146								
	0,042731	0,001791								
	0,035639	0,002436								
	0,042087	0,001791								
	0,031771	0,002436								
	0,037573	0,002113								
	0,03854	0,002436								
	0,043376	0,002113								
	0,043698	0,002113								
	0,035317	0,001146								
	0,040475	0,001469								
	0,03306	0,002436								
	0,040475	0,001469								
	0,037573	0,002113								
	0,043698	0,001791								
	0,042087	0,001146								
	0,03983	0,000824								
	0,044988	0,002113								
	0,031771	0,001469								
	0,042087	0,000179								
	0,034027	0,001469								
	0,043376	0,001791								
	0,035962	0,001146								
	0,037573	0,002113								
	0,036284	-0,001433								
	0,037896	0,00308								
	0,043054	0,001791								
	0,037896	0,001469								
	0,041764	0,001469								
	0,035962	-0,001433								
	0,042087	0,001469								
	0,03854	0,002113								
	0,04531	0,002113								
	0,043054	0,001146								
	0,044343	0,000179								
	0,044021	0,002758								
	0,036929	0,002113								
	0,043376	0,000824								
	0,040475	0,001146								
	0,047244	0,001791								
	0,037896	0,001791								
	0,041119	-0,000143								
	0,034027	0,002758								
	0,038218	0,002113								
	0,038218	0,001469								
	0,043054	0,000824								
	0,045955	0,000824								
	0,036606	0,002436								
	0,043054	0,001469								
	0,032416	0,002113								
	0,040152	0,000501								
	0,039185	0,001469								
	0,047889	0,001791								
	0,043054	0,002113								
	0,037896	0,002113								
	0,042087	0,001791								
	0,033705	0,003725								
	0,042731	0,001146								
	0,037896	0,001469								
	0,043698	0,002113								
	0,034027	0,002113								
	0,03854	0,001469								
	0,038863	0,001146								
	0,038218	0,001146								
	0,044343	0,001469								
	0,037896	0,002436								
	0,038218	0,002113								
	0,031126	0,002436								
	0,038863	0,002758								
	0,030481	0,001146								
	0,038863	-0,020775								
	0,041764	0,001146								
	0,039185	0,001791								
	0,0466	0,002113								
	0,037896	0,002758								
	0,040475	-0,011748								
	0,035639	0,001791								
	0,046922	0,002113								
	0,035639	0,002113								
	0,040475	0,002758								
	0,034027	-0,002722								
	0,035639	0,001146								
	0,040475	0,000179								
	0,044021	0,001791								
	0,044343	0,001146								
	0,036929	0,000501								
	0,041442	0,003403								
	0,031448	0,002113								
	0,040797	0,002758								
	0,03854	0,002436								
	0,046922	0,001791								
	0,043698	0,002436								
	0,03854	0,002758								
	0,036929	0,00308								
	0,027902	0,003403								
