LabVIEW Measurement										
Writer_Version	2									
Reader_Version	2									
Separator	Tab									
Decimal_Separator	,									
Multi_Headings	Yes									
X_Columns	No									
Time_Pref	Absolute									
Operator	admin									
Date	2018-12-11									
Time	16:18,7									
***End_of_Header***										
										
Channels	9									
Samples	65000	65000	1	1	1	1	1	1	1	
Date	2018-12-11	2018-12-11	2018-12-11	2018-12-11	2018-12-11	2018-12-11	2018-12-11	2018-12-11	2018-12-11	
Time	16:18,7	16:18,7	16:18,2	16:18,2	16:18,2	16:18,2	16:18,2	16:18,2	16:18,2	
Y_Unit_Label	Volts	Volts								
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	0,00E+00	
Delta_X	0,0001	0,0001	1	1	1	1	1	1	1	
***End_of_Header***										
X_Value	Tension_0 (Position X)	Tension_1 (Position Y)	Cte Calibration x	Cte Calibration y	Cte Calibration z	P Laser	K_x	K_x 1	Fréquence	Comment
	0,035317	0,035962	-960	-1440	0	0	0	0	10000	
	-0,016584	0,036606								
	-0,0269	0,036284								
	-0,028511	0,03435								
	-0,036248	0,035317								
	-0,038827	0,035639								
	-0,040761	0,034672								
	-0,031413	0,036606								
	-0,032702	0,035317								
	-0,037538	0,034994								
	-0,038182	0,036929								
	-0,036893	0,035317								
	-0,030123	0,035317								
	-0,033992	0,035962								
	-0,040439	0,036606								
	-0,034959	0,035317								
	-0,027867	0,03435								
	-0,034314	0,035639								
	-0,03657	0,035962								
	-0,038182	0,035639								
	-0,031735	0,036284								
	-0,033669	0,035317								
	-0,039149	0,034994								
	-0,034959	0,034994								
	-0,033347	0,035317								
	-0,033024	0,035317								
	-0,040117	0,035639								
	-0,043985	0,035962								
	-0,03657	0,035639								
	-0,035281	0,034994								
	-0,034314	0,035962								
	-0,035281	0,035317								
	-0,042051	0,036606								
	-0,033669	0,036284								
	-0,030123	0,034994								
	-0,03786	0,03435								
	-0,039149	0,035639								
	-0,039794	0,035639								
	-0,034636	0,036284								
	-0,03109	0,036606								
	-0,036248	0,036929								
	-0,035603	0,035962								
	-0,034314	0,035317								
	-0,030768	0,035962								
	-0,029801	0,035962								
	-0,042051	0,035962								
	-0,037538	0,036606								
	-0,032057	0,037251								
	-0,032057	0,035317								
	-0,035926	0,035317								
	-0,041406	0,03435								
	-0,033347	0,035962								
	-0,028511	0,035962								
	-0,033024	0,035639								
	-0,03786	0,035962								
	-0,03786	0,034994								
	-0,034959	0,03435								
	-0,024965	0,035962								
	-0,036248	0,035962								
	-0,039472	0,036929								
	-0,033347	0,037251								
	-0,029801	0,035962								
	-0,033669	0,034672								
	-0,039149	0,035962								
	-0,04334	0,036284								
	-0,029478	0,036284								
	-0,032057	0,034672								
	-0,03657	0,033705								
	-0,038505	0,035639								
	-0,034959	0,03435								
	-0,028834	0,035639								
	-0,037215	0,036929								
	-0,041084	0,037251								
	-0,033024	0,036606								
	-0,035281	0,035317								
	-0,034636	0,034994								
	-0,036248	0,035639								
	-0,04334	0,035962								
	-0,034314	0,036929								
	-0,030446	0,034994								
	-0,035281	0,034994								
	-0,03657	0,034672								
	-0,035281	0,034672								
	-0,030768	0,035317								
	-0,03109	0,035317								
	-0,040761	0,035639								
	-0,037538	0,036929								
	-0,030123	0,035317								
	-0,032702	0,034994								
	-0,03109	0,035639								
	-0,039794	0,034994								
	-0,03657	0,036284								
	-0,031413	0,03435								
	-0,033347	0,034672								
	-0,03657	0,034994								
	-0,039472	0,034994								
	-0,030123	0,034672								
	-0,028834	0,03306								
	-0,035603	0,035639								
	-0,038827	0,034994								
	-0,032702	0,034994								
	-0,030446	0,033705								
	-0,029156	0,029837								
	-0,039794	0,034027								
	-0,035603	0,035317								
	-0,029801	0,034994								
	-0,030768	0,034027								
	-0,039472	0,030159								
	-0,046886	0,03435								
	-0,031735	0,035317								
	-0,030768	0,036606								
	-0,031735	0,035639								
	-0,036248	0,03306								
	-0,03786	0,034994								
	-0,033992	0,034027								
	-0,028189	0,03435								
	-0,040439	0,034994								
	-0,039794	0,034672								
	-0,03109	0,034027								
	-0,030123	0,034027								
	-0,035603	0,034994								
	-0,035926	0,034027								
	-0,037215	0,034994								
	-0,030446	0,035639								
	-0,032057	0,035317								
	-0,038505	0,034672								
	-0,036248	0,03435								
	-0,033347	0,03306								
	-0,029801	0,034994								
	-0,033347	0,035317								
	-0,039794	0,034994								
	-0,033347	0,035317								
	-0,030768	0,035317								
	-0,033669	0,034027								
	-0,035281	0,033705								
	-0,040439	0,033383								
	-0,032057	0,036606								
	-0,028189	0,034994								
	-0,032702	0,034027								
	-0,036248	0,034027								
	-0,035281	0,034027								
	-0,029156	0,03435								
	-0,033669	0,03435								
	-0,041406	0,034672								
	-0,038182	0,03306								
